objid,ra,dec,u,g,r,i,z
588848899934127531,229.038151,-0.081924,22.038,21.189,20.885,20.692,20.8
588848899934127532,229.039934,-0.084137,22.907,21.851,21.36,21.37,21.277
588848899934127542,229.041489,-0.127248,22.138,20.978,20.625,20.445,20.322
588848899934127543,229.042159,-0.126712,22.484,21.575,21.271,21.195,21.071
588848899934127544,229.041237,-0.127844,23.788,22.708,22.358,21.97,21.792
588848899934127545,229.04123,-0.128639,22.894,22.418,21.978,21.671,22.124
588848899934127548,229.04191,-0.091146,22.612,21.64,21.235,21.024,21.235
588848899934127554,229.043718,-0.125681,21.61,20.441,19.955,19.801,19.819
588848899934127566,229.044675,-0.138294,22.081,21.169,20.791,20.709,20.516
588848899934127567,229.044529,-0.139169,22.264,21.421,21.067,20.909,20.984
588848899934127574,229.045868,-0.107677,21.778,20.857,20.56,20.376,20.27
588848899934127575,229.046919,-0.109379,22.455,21.811,21.455,21.251,20.952
588848899934127576,229.046295,-0.108212,24.044,22.211,21.541,21.413,21.892
588848899934127579,229.046274,-0.12358,21.975,21.026,20.663,20.502,20.452
588848899934127580,229.045504,-0.124144,22.934,21.951,21.135,20.99,20.345
588848899934127581,229.047502,-0.122412,22.915,21.524,21.239,21.091,21.044
588848899934127592,229.046962,-0.078017,21.326,20.226,19.724,19.569,19.355
588848899934127594,229.047049,-0.111631,21.321,20.159,19.598,19.341,19.282
588848899934127595,229.049628,-0.112519,23.614,23.057,21.585,20.093,19.479
588848899934127597,229.048691,-0.108695,23.779,22.139,21.597,21.511,21.055
588848899934127598,229.049166,-0.11164,23.928,22.982,22.304,21.986,21.258
588848899934127599,229.049558,-0.109701,23.857,22.762,22.26,22.19,22.265
588848899934127600,229.047487,-0.112773,24.328,23.004,23.546,22.483,21.989
588848899934127603,229.047872,-0.114822,21.88,20.804,20.476,20.344,20.405
588848899934127610,229.047874,-0.137576,22.78,21.717,21.278,21.142,21.188
588848899934127612,229.046879,-0.137368,24.407,23.491,22.633,22.15,22.096
588848899934127619,229.0495,-0.080936,21.523,20.461,19.974,19.747,19.758
588848899934127628,229.049651,-0.133263,22.234,19.377,17.906,17.037,16.532
588848899934127648,229.051544,-0.129166,21.519,20.558,20.199,20.059,20.007
588848899934127649,229.050333,-0.130603,24.505,22.603,22.253,21.676,21.779
588848899934127650,229.051452,-0.130688,23.83,22.789,22.286,22.077,22.211
588848899934127657,229.054951,-0.108159,23.825,22.637,21.197,19.404,18.39
588848899934127658,229.056379,-0.108214,21.788,20.638,20.28,20.129,20.063
588848899934127659,229.05343,-0.107427,21.83,20.731,20.374,20.245,20.219
588848899934127660,229.051165,-0.106409,22.127,21.182,20.749,20.671,20.375
588848899934127661,229.057644,-0.107401,22.329,21.351,20.886,20.845,20.679
588848899934127662,229.051777,-0.107763,22.275,21.361,21.025,20.929,20.772
588848899934127663,229.053401,-0.108777,24.045,22.12,21.582,21.305,21.697
588848899934127670,229.05461,-0.111429,21.398,20.293,19.775,19.569,19.599
588848899934127671,229.053554,-0.112332,21.655,20.747,20.421,20.294,20.305
588848899934127672,229.052664,-0.111828,22.296,21.454,21.238,20.858,20.444
588848899934127673,229.055299,-0.110771,25.27,23.126,22.391,22.358,22.092
588848899934127675,229.053947,-0.126822,20.508,19.094,18.484,18.214,18.091
588848899934127681,229.053963,-0.092272,21.793,20.654,20.266,20.123,20.065
588848899934127698,229.056935,-0.097377,21.744,20.806,20.478,20.282,20.487
588848899934127699,229.056917,-0.09565,23.183,21.896,21.572,21.427,21.3
588848899934127856,228.976394,-0.090144,25.705,21.887,20.321,19.223,18.685
588848899934127886,229.045504,-0.121164,24.424,21.758,20.299,19.552,19.071
588848899934127888,229.045551,-0.119647,23.555,22.216,21.852,21.567,22.179
588848899934127889,229.043614,-0.122047,23.986,22.384,22.018,21.699,21.622
588848899934127890,229.043555,-0.118789,24.064,23.136,22.549,22.595,22.598
588848899934127897,229.052428,-0.114961,23.994,22.04,20.462,19.834,19.464
588848899934127935,229.058163,-0.110266,23.55,22.343,21.805,21.576,21.692
588848899934127936,229.058144,-0.112379,24.326,23.083,22.55,22.216,22.992
588848899934128010,228.967902,-0.110544,21.98,20.972,20.641,20.53,20.171
588848899934128013,228.969636,-0.092857,22.518,22.069,21.462,21.312,21.643
588848899934128025,228.972921,-0.12939,22.922,22.176,21.716,21.387,21.031
588848899934128026,228.974033,-0.129852,25.499,22.917,22.315,22.237,21.939
588848899934128027,228.972389,-0.128395,24.93,23.156,22.677,22.791,23.041
588848899934128032,228.973993,-0.105135,22.46,21.372,21.037,20.966,20.92
588848899934128034,228.976043,-0.127531,22.546,21.787,21.318,21.186,20.934
588848899934128035,228.977375,-0.127081,23.147,21.753,21.48,21.432,21.698
588848899934128036,228.975357,-0.128356,23.868,22.076,21.496,21.564,21.448
588848899934128038,228.977458,-0.112182,22.509,21.544,21.075,21.068,21.219
588848899934128039,228.978106,-0.110807,23.681,23.009,22.787,22.105,21.798
588848899934128052,228.983216,-0.082467,22.945,21.42,21.137,21.149,20.83
588848899934128053,228.983122,-0.079855,23.85,22.135,21.584,21.288,21.072
588848899934128056,228.981619,-0.079443,23.856,22.69,22.605,22.512,22.555
588848899934128057,228.98013,-0.079432,24.165,23.203,22.736,22.382,21.927
588848899934128058,228.980565,-0.080639,25.201,23.689,22.75,23.248,23.643
588848899934128063,228.985888,-0.140325,22.482,21.399,21.213,21,21.134
588848899934128064,228.984816,-0.140049,22.959,21.727,21.322,21.287,21.162
588848899934128065,228.984657,-0.142028,23.27,22.249,21.82,21.686,21.45
588848899934128066,228.984555,-0.139232,22.953,23.029,22.698,22.343,21.332
588848899934128077,228.990164,-0.135432,22.57,21.305,21.102,20.818,20.887
588848899934128078,228.984276,-0.134172,22.526,21.418,20.957,20.952,20.704
588848899934128079,228.989964,-0.137087,22.183,21.483,21.188,21.083,21.655
588848899934128080,228.987467,-0.135508,22.767,21.901,21.593,21.61,21.67
588848899934128082,228.988015,-0.136096,22.816,22.112,21.95,21.774,22.476
588848899934128083,228.986315,-0.134554,22.95,22.521,21.933,22.032,21.48
588848899934128085,228.985482,-0.134098,24.761,23.017,22.814,22.11,21.243
588848899934128118,229.001436,-0.06932,22.424,22.004,21.694,21.651,21.449
588848899934128120,229.001731,-0.070531,24.458,25.193,25.415,24.604,20.537
588848899934128176,229.017158,-0.074129,22.432,21.473,21.065,20.953,21.05
588848899934128177,229.017472,-0.075573,23.819,23.045,22.576,22.302,22.828
588848899934128179,229.018051,-0.148704,22.587,21.698,21.343,21.53,21.008
588848899934128180,229.017352,-0.148573,22.884,21.545,21.187,21.087,21.176
588848899934128186,229.018474,-0.143431,22.206,21.718,21.215,21.172,20.864
588848899934128188,229.019425,-0.14183,22.293,21.349,21.005,20.806,20.767
588848899934128209,229.031845,-0.075256,22.477,21.517,21.188,21.12,21.23
588848899934128210,229.031134,-0.076922,23.084,21.939,21.579,21.482,21.655
588848899934128213,229.032559,-0.069608,22.353,21.457,21.241,21.079,20.99
588848899934128232,229.037421,-0.142812,22.455,21.316,20.944,20.788,20.545
588848899934128233,229.040427,-0.139933,22.608,21.552,21.131,21.15,20.863
588848899934128234,229.039429,-0.140718,22.173,21.585,21.171,21.089,21.433
588848899934128236,229.037964,-0.143419,23.714,22.124,21.445,21.398,20.75
588848899934128237,229.038513,-0.140284,23.252,21.677,21.274,21.402,21.503
588848899934128238,229.039202,-0.142556,22.911,21.908,21.487,21.417,21.777
588848899934128240,229.038907,-0.13935,24.356,22.397,22.016,22.032,22.381
588848899934128241,229.039789,-0.14378,23.492,22.591,22.264,22.055,22.252
588848899934128252,229.045447,-0.088352,22.33,21.308,20.956,20.998,20.66
588848899934128253,229.048568,-0.094604,22.501,21.763,21.395,21.271,21.019
588848899934128262,229.049448,-0.086138,22.122,21.271,20.807,20.632,20.518
588848899934128272,229.05472,-0.102524,22.37,21.736,21.276,21.044,21.218
588848899934128273,229.055229,-0.103367,23.169,21.753,21.275,21.339,21.871
588848899934128274,229.054095,-0.10245,24.728,24.961,22.904,21.604,20.741
588848899934128275,229.055168,-0.105034,23.301,22.498,22.051,21.744,22.494
588848899934128276,229.054588,-0.100814,23.504,22.382,22.044,21.893,21.235
588848899934128277,229.053294,-0.102145,23.502,22.629,22.091,21.886,21.477
588848899934128582,228.970176,-0.10507,24.336,22.852,22.448,22.247,22.665
588848899934128584,228.971287,-0.113069,23.052,21.911,21.718,21.684,21.278
588848899934128594,228.97249,-0.118275,24.584,22.922,22.329,22.171,21.869
588848899934128595,228.972763,-0.102127,23.045,22.787,22.627,22.841,22.833
588848899934128597,228.972909,-0.086712,25.079,22.902,22.464,22.257,22.146
588848899934128599,228.972994,-0.109961,25.036,23.213,23.568,22.779,21.833
588848899934128603,228.973383,-0.095389,23.781,23.231,23.157,22.91,21.705
588848899934128605,228.974252,-0.108552,23.04,21.745,21.451,21.22,21.261
588848899934128609,228.974636,-0.111211,23.928,22.111,21.721,21.665,21.474
588848899934128611,228.974401,-0.088102,22.636,21.445,21.054,21.073,21.091
588848899934128612,228.97495,-0.086788,23.023,22.128,21.796,21.71,21.302
588848899934128620,228.975995,-0.106049,24.189,22.631,22.202,21.936,22.234
588848899934128647,228.979808,-0.138666,23.393,22.029,21.645,21.502,21.439
588848899934128649,228.980741,-0.13033,23.719,23.707,21.706,20.443,19.736
588848899934128650,228.980191,-0.131518,23.616,22.633,22.186,22.14,21.774
588848899934128658,228.980414,-0.11404,23.629,21.909,21.581,21.387,21.049
588848899934128663,228.981763,-0.125816,22.711,21.746,21.354,21.153,21.206
588848899934128664,228.981852,-0.099021,24.876,22.058,21.69,21.735,22.2
588848899934128666,228.981921,-0.128586,23.048,21.982,21.559,21.682,21.451
588848899934128667,228.981919,-0.127669,22.972,22.49,22.117,21.978,21.621
588848899934128669,228.982088,-0.076081,25.227,22.514,21.353,20.76,20.448
588848899934128675,228.983732,-0.126509,24.021,23.473,23.247,22.392,22.836
588848899934128681,228.984389,-0.130897,22.936,21.584,21.348,21.261,21.35
588848899934128689,228.98475,-0.079073,22.819,21.776,21.423,21.173,21.349
588848899934128690,228.983619,-0.078014,23.696,22.62,21.992,22.055,22.545
588848899934128691,228.987032,-0.078649,23.716,22.378,22.009,21.857,21.25
588848899934128698,228.985472,-0.128613,23.619,23.21,22.941,22.612,22.191
588848899934128709,228.986773,-0.070838,24.075,23.553,22.568,22.806,22.308
588848899934128720,228.988715,-0.07666,22.97,21.51,21.178,21.021,20.677
588848899934128726,228.989903,-0.140957,24.46,22.61,22.168,22.003,22.282
588848899934128728,228.990122,-0.0702,23.311,21.859,21.632,21.472,21.613
588848899934128729,228.990042,-0.070884,23.384,22.428,21.686,21.459,21.055
588848899934128730,228.990691,-0.071812,25.751,23.407,22.536,22.434,21.351
588848899934128740,228.990734,-0.084833,23.259,21.915,21.516,21.511,20.763
588848899934128742,228.990952,-0.077675,23.685,23.025,22.687,22.36,21.652
588848899934128765,228.9962,-0.073967,24.422,23.129,22.762,22.253,21.862
588848899934128771,228.997799,-0.072929,23.073,22.226,21.947,21.817,21.58
588848899934128796,228.999601,-0.074084,24.761,25.497,24.248,24.54,20.709
588848899934128800,229.002673,-0.065002,22.725,22.031,21.607,21.381,21.542
588848899934128806,229.006352,-0.069414,22.664,21.814,21.478,21.324,20.64
588848899934128807,229.004446,-0.069967,22.853,21.918,21.562,21.382,22.094
588848899934128808,229.006875,-0.06827,24.333,22.526,21.98,22.02,21.041
588848899934128816,229.005494,-0.142643,23.507,22.423,22.122,22.398,21.92
588848899934128827,229.008135,-0.065596,24.793,24.151,23.005,22.759,22.084
588848899934128829,229.006163,-0.152863,25.134,23.387,22.074,20.702,19.985
588848899934128853,229.009896,-0.145188,23.342,22.777,22.083,22.009,21.693
588848899934128869,229.011467,-0.146275,24.462,22.398,21.939,21.757,21.814
588848899934128877,229.013788,-0.150356,22.852,22.014,21.607,21.598,21.777
588848899934128891,229.015871,-0.140966,22.956,21.876,21.386,21.512,21.44
588848899934128892,229.013858,-0.141569,22.62,22.03,21.589,21.524,21.049
588848899934128894,229.016435,-0.067772,23.134,22.294,21.785,21.682,21.639
588848899934128905,229.018815,-0.145395,23.342,22.881,22.513,23.158,22.814
588848899934128915,229.020189,-0.148848,22.817,22.147,21.856,21.833,21.625
588848899934128918,229.020434,-0.075564,23.715,22.303,21.74,21.671,21.019
588848899934128923,229.0213,-0.146735,24.493,22.962,22.528,22.45,21.655
588848899934128927,229.022223,-0.142808,22.854,21.617,21.326,21.189,21.011
588848899934128928,229.02043,-0.14406,23.044,21.656,21.301,21.058,20.838
588848899934128951,229.025919,-0.14968,22.902,22.894,22.111,22.204,22.17
588848899934128952,229.025278,-0.14845,23.665,22.612,22.228,22.311,22.03
588848899934128961,229.027089,-0.143344,22.822,22.332,22.223,22.228,21.788
588848899934128963,229.027241,-0.148088,22.951,21.665,21.371,21.136,21.31
588848899934128975,229.028099,-0.1511,23.686,22.399,21.909,21.666,21.071
588848899934128989,229.02974,-0.143787,23.343,22.019,21.621,21.703,22.193
588848899934128990,229.031586,-0.1436,24.584,22.444,21.892,21.9,22.238
588848899934128992,229.028597,-0.144406,23.936,22.631,21.935,21.996,21.417
588848899934128993,229.03041,-0.1445,24.926,22.812,22.118,22.455,21.654
588848899934128995,229.031707,-0.071801,24.489,23.339,23.494,23.514,23.08
588848899934129014,229.036178,-0.076255,24.286,22.212,21.835,21.722,21.953
588848899934129029,229.037822,-0.086818,24.827,23.045,22.718,22.304,21.69
588848899934129034,229.038431,-0.129454,23.526,23.278,22.891,23.028,22.021
588848899934129039,229.039473,-0.087811,24.514,22.536,22.103,21.903,22.537
588848899934129040,229.040156,-0.089184,23.933,22.943,22.414,22.103,22.136
588848899934129049,229.04039,-0.073689,24.524,22.547,22.055,22.069,22.204
588848899934129050,229.040016,-0.072504,23.392,22.778,22.183,21.803,22.108
588848899934129051,229.040359,-0.077393,23.927,23.005,22.534,22.311,22.243
588848899934129058,229.040942,-0.136699,23.597,21.697,21.1,20.905,20.563
588848899934129059,229.040828,-0.137584,23.597,22.833,22.439,23.649,22.557
588848899934129061,229.041464,-0.123521,24.305,23.359,22.707,22.527,22.279
588848899934129063,229.040873,-0.079085,22.663,21.398,21.047,20.888,20.885
588848899934129064,229.04166,-0.079951,23.012,23.022,22.688,22.234,22.246
588848899934129066,229.041948,-0.087466,23.334,22.067,21.608,21.431,21.491
588848899934129069,229.042742,-0.082988,23.119,22.083,21.586,21.497,21.442
588848899934129080,229.043888,-0.079274,22.962,22.746,22.411,21.812,21.766
588848899934129081,229.044451,-0.07865,23.189,22.876,22.664,22.835,23.537
588848899934129084,229.04537,-0.116182,24.12,23.377,22.835,22.695,21.462
588848899934129088,229.046154,-0.134246,23.794,22.581,22.062,22.279,22.13
588848899934129100,229.048268,-0.082774,23.445,22.946,22.262,22.021,22.091
588848899934129101,229.048834,-0.102693,23.632,22.417,21.807,21.841,21.916
588848899934129109,229.048998,-0.12575,24.727,23.286,23.228,22.631,22.518
588848899934129111,229.049791,-0.091686,24.227,22.944,22.214,22.165,21.938
588848899934129113,229.046845,-0.100577,22.983,22.079,21.576,21.617,21.153
588848899934129114,229.048737,-0.100246,25.064,22.369,22.009,21.806,22.696
588848899934129118,229.049262,-0.12306,24.761,22.588,22.174,21.866,22.108
588848899934129119,229.049936,-0.123708,23.749,23.264,22.293,22.777,22.182
588848899934129121,229.050064,-0.083225,23.155,22.951,22.924,22.462,22.802
588848899934129122,229.050325,-0.114422,23.935,22.134,20.981,20.405,20.074
588848899934129123,229.050239,-0.089059,24,22.624,22.027,21.862,21.568
588848899934129125,229.050749,-0.122354,24.196,23.01,22.835,22.371,21.59
588848899934129133,229.051692,-0.093802,23.623,23.086,22.498,22.533,22.261
588848899934129136,229.052334,-0.124981,24.402,22.541,22.021,22.17,22.033
588848899934129137,229.052322,-0.121327,23.411,22.442,22.184,21.679,21.902
588848899934129148,229.054322,-0.098762,24.134,22.744,22.364,22.086,21.71
588848899934129156,229.054355,-0.114449,23.47,23.242,23.143,22.548,22.095
588848899934129167,229.056167,-0.117265,24.272,22.434,22.148,21.936,22.09
588848899934129174,229.057487,-0.099978,23.032,22.366,22.168,21.829,21.355
588848899934129387,228.97253,-0.114076,24.555,23.647,22.705,22.099,22.197
588848899934129390,228.97476,-0.112878,23.426,23.616,22.867,23.116,21.811
588848899934129391,228.974721,-0.095867,23.309,23.303,22.632,22.574,23.003
588848899934129407,228.982796,-0.123989,25.779,23.362,21.925,20.934,20.296
588848899934129419,228.995378,-0.072116,23.528,23.558,22.363,20.904,20.333
588848899934129428,229.011453,-0.064893,24.413,23.974,22.302,21.751,21.591
588848899934129437,229.022708,-0.141085,25.065,24.95,22.764,22.641,21.643
588848899934129448,229.034913,-0.082876,24.575,23.511,22.636,22.455,22.929
588848899934129455,229.041972,-0.075673,25.661,24.057,22.83,22.737,22.348
588848899934129458,229.046219,-0.086829,25.07,23.996,22.727,22.831,22.706
588848899934129461,229.049041,-0.106663,25.101,23.439,22.296,22.138,22.029
588848899934129516,228.995712,-0.067241,24.61,24.347,23.136,21.81,21.33
588848899934129527,229.028084,-0.136546,25.571,24.195,23.156,21.613,20.882
588848899934126207,228.966377,-0.101397,19.358,18.261,17.137,16.923,16.836
588848899934126212,228.96468,-0.104021,21.717,20.444,19.982,19.837,19.682
588848899934126213,228.96477,-0.101841,22.125,21.769,20.886,20.704,20.56
588848899934126216,228.963378,-0.104247,23.338,22.216,21.672,21.667,21.016
588848899934126222,228.969145,-0.127907,18.504,16.678,15.944,15.625,15.472
588848899934126223,228.967357,-0.127569,22.683,21.725,21.456,21.372,23.28
588848899934126226,228.972435,-0.134802,16.8,15.428,14.893,14.696,14.628
588848899934126227,228.975697,-0.135445,25.12,22.9,21.041,19.809,19.075
588848899934126228,228.973463,-0.137928,22.206,21.441,21.02,20.926,20.808
588848899934126262,228.987714,-0.147213,19.987,18.471,17.834,17.56,17.391
588848899934126349,229.002519,-0.155508,21.954,20.976,20.827,20.618,21.179
588848899934126350,229.003972,-0.155659,25.535,23.02,21.218,20.49,19.906
588848899934126354,229.003409,-0.15571,22.336,21.407,21.221,20.894,20.834
